Employee_ID,Region,Product_Category,Sale_Amount,Sale_Date
5333,West,Food,4181.98,2022-12-24 05:40:12
5334,West,Clothing,3836.65,2023-05-19 18:36:44
5335,East,Food,4121.08,2024-11-02 09:56:46
5336,West,Food,1568.5,2024-07-13 01:55:07
5337,South,Furniture,3547.94,2023-01-31 03:32:05
5338,East,Furniture,1177.62,2022-02-15 11:27:48
5339,West,Sports,155.43,2023-01-21 00:47:15
5340,South,Sports,4345.8,2023-09-19 04:05:09
5341,West,Food,2665.27,2024-02-11 00:33:32
5342,West,Sports,4919.9,2022-03-21 06:47:58
5343,North,Furniture,1986.67,2022-09-30 18:32:52
5344,West,Sports,4788.68,2023-11-04 11:59:21
5345,West,Food,3113.78,2023-03-10 09:24:14
5346,South,Clothing,2609.8,2024-04-10 07:17:39
5347,South,Electronics,1583.77,2024-03-08 12:54:45
5348,North,Sports,4143.85,2022-05-02 09:58:16
5349,West,Furniture,4161.09,2022-06-20 06:29:59
5350,North,Clothing,2142.95,2022-05-03 13:05:20
5351,West,Furniture,3663.74,2024-06-09 03:43:20
5352,East,Sports,2291.47,2023-10-11 14:27:48
5353,East,Food,3724.33,2024-06-20 02:15:30
5354,North,Electronics,4971.53,2022-03-06 11:15:03
5355,North,Electronics,1386.23,2024-12-23 09:38:32
5356,North,Clothing,3206.86,2024-06-17 13:56:25
5357,South,Electronics,1961.4,2024-07-21 13:08:57
5358,South,Food,2787.02,2023-03-02 13:09:16
5359,South,Furniture,4383.32,2023-01-15 06:06:45
5360,North,Food,1803.12,2023-06-12 07:53:52
5361,West,Clothing,454.7,2022-06-29 14:04:01
5362,East,Clothing,4014.79,2024-09-18 09:47:02
5363,North,Electronics,2819.62,2023-07-06 11:00:01
5364,South,Food,2302.06,2022-08-05 18:18:55
5365,South,Furniture,998.33,2023-08-28 00:56:10
5366,North,Food,554.98,2024-08-15 17:03:45
5367,North,Furniture,1465.8,2022-08-27 04:32:18
5368,South,Furniture,3622.63,2022-01-08 21:27:59
5369,West,Food,2117.68,2022-04-07 00:23:03
5370,South,Sports,2894.12,2024-04-29 13:45:50
5371,South,Food,502.02,2023-09-24 22:52:32
5372,North,Furniture,703.89,2023-04-30 00:35:22
5373,West,Clothing,155.4,2022-11-12 01:26:52
5374,South,Clothing,3399.09,2023-12-18 21:11:33
5375,South,Electronics,1395.83,2023-07-19 22:03:34
5376,East,Clothing,4837.94,2022-01-29 14:18:58
5377,North,Sports,1611.43,2024-11-01 13:02:07
5378,East,Furniture,1881.73,2023-08-25 02:41:15
5379,East,Food,2400.5,2023-05-04 09:06:22
5380,South,Food,1663.79,2022-06-09 17:19:06
5381,North,Sports,4105.47,2022-02-24 02:35:42
5382,West,Clothing,4393.41,2022-08-05 13:07:50
5383,South,Furniture,154.08,2023-03-15 20:47:51
5384,West,Clothing,3307.84,2023-12-11 17:58:33
5385,West,Electronics,3461.83,2024-02-22 20:21:06
5386,North,Clothing,4810.98,2022-10-27 20:55:00
5387,East,Electronics,1914.96,2023-08-18 14:33:20
5388,North,Food,1056.87,2023-10-04 05:20:56
5389,West,Furniture,2650.85,2022-02-28 05:12:55
5390,South,Electronics,2293.02,2024-06-15 19:26:27
5391,West,Clothing,3979.48,2022-04-26 11:55:44
5392,South,Clothing,4529.48,2024-07-06 18:48:13
5393,South,Food,524.87,2023-01-23 18:14:40
5394,North,Sports,4248.24,2022-10-07 19:47:10
5395,West,Sports,4553.96,2022-07-06 09:55:25
5396,East,Clothing,4628.27,2023-03-11 11:55:04
5397,West,Sports,3845.12,2022-03-28 02:52:43
5398,West,Furniture,3736.2,2024-06-25 01:47:16
5399,East,Sports,172.99,2022-12-26 15:23:14
5400,North,Furniture,4608.94,2023-07-26 13:52:55
5401,West,Clothing,1822.38,2024-07-08 16:06:19
5402,West,Clothing,301.5,2023-01-17 02:20:54
5403,South,Clothing,2123.6,2023-12-20 06:28:26
5404,West,Food,3690.98,2022-10-23 10:24:09
5405,East,Sports,2265.58,2024-07-14 01:00:18
5406,South,Electronics,3814.25,2023-11-14 20:47:44
5407,North,Electronics,2596.11,2024-11-03 05:50:27
5408,South,Clothing,1567.19,2022-04-30 11:02:29
5409,East,Sports,1094.27,2022-08-30 07:56:35
5410,East,Furniture,2163.41,2024-11-20 07:12:04
5411,South,Electronics,275.44,2023-03-04 18:12:57
5412,North,Clothing,2170.47,2022-04-05 14:17:24
5413,South,Electronics,436.24,2022-07-26 23:08:01
5414,North,Electronics,4397.32,2022-09-12 13:25:23
5415,South,Electronics,2919.86,2023-02-23 15:40:58
5416,East,Clothing,3265.61,2024-05-24 21:50:01
5417,West,Clothing,1515.43,2023-07-15 05:22:52
5418,West,Food,1206.52,2023-06-04 19:09:50
5419,North,Food,3568.74,2023-07-12 21:58:42
5420,North,Food,3390.67,2024-01-31 17:01:41
5421,North,Electronics,701.12,2023-10-08 16:25:01
5422,East,Sports,1269.34,2022-04-09 16:23:13
5423,South,Clothing,4738.22,2024-05-11 23:52:08
5424,East,Food,1590.47,2022-08-06 18:43:52
5425,West,Sports,226.57,2023-10-18 04:16:19
5426,North,Food,412.53,2024-02-25 18:29:46
5427,South,Food,3899.92,2023-02-11 01:15:17
5428,West,Sports,3810.06,2024-09-29 07:18:25
5429,West,Food,1970.95,2024-01-28 08:53:04
5430,West,Electronics,850.68,2024-01-31 23:35:45
5431,East,Electronics,2540.72,2023-11-25 04:15:45
5432,North,Electronics,1726.25,2023-02-14 09:58:44
5433,West,Furniture,1932.44,2024-07-11 01:25:09
5434,North,Food,1378.83,2022-12-01 13:33:17
5435,East,Furniture,408.0,2023-08-09 00:42:38
5436,West,Clothing,3976.68,2022-01-16 12:57:19
5437,East,Sports,3129.28,2023-11-16 11:01:59
5438,East,Clothing,4189.71,2024-12-03 06:40:49
5439,North,Furniture,2565.69,2024-08-31 17:24:45
5440,West,Electronics,4926.43,2024-06-03 07:34:44
5441,East,Food,4816.37,2023-08-24 22:32:21
5442,West,Food,1431.74,2024-05-21 17:06:01
5443,North,Electronics,1996.19,2022-02-01 09:23:18
5444,East,Food,3788.28,2024-06-04 06:32:28
5445,North,Sports,3905.36,2024-12-09 18:47:23
5446,West,Sports,4562.43,2024-12-24 08:17:59
5447,West,Sports,3297.91,2023-07-17 22:03:10
5448,North,Clothing,2428.09,2023-02-20 19:18:48
5449,South,Electronics,1950.49,2024-02-25 15:12:37
5450,East,Sports,2153.97,2023-01-20 12:47:55
5451,West,Furniture,4266.99,2024-02-19 20:04:07
5452,West,Sports,4902.04,2024-03-05 21:44:56
5453,East,Clothing,354.36,2022-01-27 06:33:52
5454,North,Furniture,2943.2,2022-01-21 18:45:56
5455,North,Electronics,2648.26,2023-02-16 02:54:06
5456,North,Electronics,1943.1,2022-11-05 07:26:25
5457,South,Sports,4272.72,2022-02-14 04:39:06
5458,South,Furniture,2921.14,2024-06-09 21:49:58
5459,West,Furniture,1634.27,2024-04-17 13:00:22
5460,North,Sports,2276.11,2023-06-14 01:58:10
5461,East,Sports,1848.34,2022-11-06 05:11:52
5462,West,Food,2207.42,2023-09-21 18:28:54
5463,East,Food,449.2,2024-06-06 09:29:15
5464,West,Sports,648.39,2024-08-31 23:32:57
5465,South,Clothing,3156.09,2022-03-01 14:18:02
5466,West,Food,3451.94,2024-04-23 11:44:36
5467,South,Sports,3219.44,2023-10-29 03:34:14
5468,West,Furniture,3839.07,2024-02-16 19:11:34
5469,North,Food,4723.32,2023-05-14 05:59:01
5470,East,Clothing,4317.03,2024-11-01 23:59:47
5471,North,Electronics,2150.7,2022-07-25 13:33:43
5472,West,Furniture,1165.96,2023-06-07 07:05:00
5473,West,Clothing,1628.08,2024-10-14 01:27:08
5474,West,Clothing,2979.93,2022-08-20 16:03:19
5475,South,Clothing,4295.42,2024-04-21 11:51:40
5476,East,Furniture,3538.45,2024-03-04 18:57:49
5477,East,Clothing,2760.76,2024-10-24 12:59:16
5478,West,Electronics,3049.2,2024-04-16 02:37:42
5479,West,Food,2688.48,2022-11-19 11:35:30
5480,South,Furniture,4860.97,2023-04-27 15:03:41
5481,North,Clothing,4098.85,2023-01-09 11:07:02
5482,North,Sports,3928.26,2023-02-21 23:05:58
5483,East,Food,2634.91,2023-12-01 01:07:24
5484,South,Furniture,1725.87,2022-05-08 02:56:48
5485,West,Sports,195.62,2022-06-04 13:34:32
5486,East,Sports,312.81,2023-05-17 19:43:34
5487,South,Clothing,248.17,2023-05-23 10:57:24
5488,North,Furniture,4904.34,2022-06-29 20:11:22
5489,South,Clothing,660.96,2023-05-11 16:26:23
5490,North,Electronics,796.38,2022-07-25 09:02:49
5491,South,Sports,2472.33,2023-10-20 17:27:58
5492,East,Electronics,2458.87,2024-06-29 09:27:13
5493,North,Clothing,4607.87,2022-07-05 06:39:52
5494,East,Food,460.31,2023-08-01 22:09:39
5495,East,Sports,4790.47,2022-07-01 07:08:02
5496,North,Food,1160.31,2023-04-09 21:32:05
5497,North,Furniture,4853.75,2024-09-18 09:41:16
5498,West,Sports,2752.49,2024-12-18 08:10:18
5499,West,Electronics,3294.86,2023-02-03 20:43:39
5500,West,Food,1647.07,2022-05-27 13:08:21
5501,East,Furniture,3097.94,2023-05-14 08:58:03
5502,East,Sports,3583.07,2022-08-03 02:06:23
5503,West,Furniture,150.81,2023-11-08 18:28:49
5504,East,Electronics,267.72,2023-12-19 12:36:47
5505,East,Sports,4933.74,2023-01-16 10:35:33
5506,North,Furniture,2342.03,2023-02-28 05:14:53
5507,North,Clothing,4685.51,2022-11-27 05:54:52
5508,East,Sports,3676.5,2024-10-11 11:53:40
5509,West,Sports,1927.54,2023-12-16 01:31:14
5510,South,Sports,839.13,2023-08-05 07:23:35
5511,West,Sports,4892.94,2024-01-03 08:58:43
5512,South,Clothing,2964.03,2023-07-06 16:50:26
5513,West,Electronics,1042.55,2023-06-05 07:23:13
5514,North,Clothing,3440.1,2022-05-03 18:14:26
5515,East,Clothing,551.04,2023-12-01 01:34:20
5516,East,Furniture,4353.38,2022-08-09 23:40:41
5517,North,Food,541.67,2022-12-17 17:00:31
5518,South,Food,1257.35,2023-08-28 02:54:53
5519,South,Furniture,548.01,2024-09-16 06:27:12
5520,South,Clothing,608.56,2022-04-03 16:39:05
5521,North,Furniture,2666.79,2024-11-25 03:53:30
5522,South,Sports,3466.25,2023-03-17 13:05:22
5523,North,Furniture,3963.56,2023-02-25 09:12:11
5524,West,Furniture,3505.77,2022-12-06 13:31:31
5525,West,Sports,1881.1,2024-10-18 02:15:24
5526,North,Food,2830.71,2024-06-07 01:25:03
5527,East,Sports,4645.55,2022-10-15 05:32:39
5528,West,Electronics,1999.13,2022-10-30 16:31:10
5529,South,Furniture,1336.78,2024-08-12 11:58:24
5530,North,Furniture,2644.66,2024-12-06 00:48:05
5531,South,Food,1556.94,2023-10-21 11:51:13
5532,South,Clothing,1382.9,2024-05-11 15:26:52
5533,East,Sports,3916.14,2022-08-24 12:55:57
5534,South,Clothing,4465.1,2024-10-14 08:32:02
5535,East,Electronics,2561.35,2023-01-07 08:06:19
5536,West,Sports,3920.94,2022-01-20 23:36:36
5537,North,Electronics,1016.74,2023-05-31 09:19:55
5538,South,Electronics,2783.45,2023-04-26 05:52:27
5539,North,Electronics,3217.38,2024-11-07 14:04:48
5540,South,Sports,2504.25,2023-01-01 19:08:05
5541,North,Sports,672.71,2022-04-01 20:17:48
5542,South,Food,3697.09,2024-05-08 13:00:30
5543,South,Furniture,4211.48,2022-02-06 20:13:26
5544,South,Clothing,3212.61,2024-01-17 15:10:08
5545,South,Clothing,928.89,2022-09-23 15:25:29
5546,South,Electronics,465.31,2022-07-21 08:42:25
5547,South,Sports,1577.86,2022-03-19 09:21:33
5548,South,Sports,281.25,2024-06-02 11:28:39
5549,South,Electronics,4212.17,2024-02-05 01:35:22
5550,South,Furniture,3545.0,2022-09-12 16:46:53
5551,North,Clothing,2862.07,2022-12-20 21:06:02
5552,East,Food,4459.2,2023-04-18 00:30:25
5553,South,Furniture,639.46,2022-02-17 22:03:18
5554,East,Sports,3600.85,2024-02-19 04:19:18
5555,South,Electronics,818.5,2023-04-07 08:31:47
5556,South,Clothing,398.53,2022-05-20 15:48:37
5557,North,Electronics,751.23,2023-06-02 22:54:37
5558,West,Sports,4759.61,2022-12-30 12:08:05
5559,West,Electronics,2258.12,2023-09-13 18:39:40
5560,North,Clothing,340.08,2024-01-07 18:02:08
5561,East,Electronics,2959.81,2024-04-08 22:25:56
5562,West,Clothing,1078.6,2024-10-14 16:18:59
5563,North,Electronics,133.5,2024-09-12 22:11:38
5564,North,Electronics,3816.09,2022-03-03 04:29:14
5565,West,Clothing,858.83,2024-07-23 20:40:20
5566,East,Electronics,4718.18,2024-08-08 07:13:38
5567,North,Furniture,3004.72,2024-02-05 06:04:41
5568,South,Food,526.28,2022-08-17 12:14:38
5569,East,Furniture,1167.34,2022-11-06 00:28:33
5570,East,Food,3093.14,2023-05-31 20:37:29
5571,West,Furniture,1756.75,2024-05-24 12:28:30
5572,West,Food,2707.5,2023-03-08 17:56:55
5573,South,Electronics,4017.61,2023-10-14 22:39:32
5574,North,Clothing,3983.75,2023-02-15 14:34:08
5575,West,Clothing,3520.14,2024-11-16 09:02:42
5576,West,Sports,4441.67,2024-01-09 18:42:15
5577,East,Food,1076.87,2024-02-07 08:36:01
5578,West,Sports,968.48,2022-09-20 15:07:37
5579,West,Sports,4016.81,2023-05-13 23:59:36
5580,West,Food,1672.36,2024-02-20 18:45:16
5581,West,Clothing,2609.69,2022-01-02 01:44:50
5582,East,Food,3745.37,2024-04-19 04:30:05
5583,South,Electronics,2040.07,2022-03-30 21:21:55
5584,South,Sports,737.8,2024-07-22 02:37:30
5585,North,Sports,3429.34,2022-11-30 02:55:45
5586,West,Food,4104.08,2023-03-28 16:08:22
5587,East,Sports,162.71,2024-12-15 02:18:53
5588,North,Clothing,2856.51,2022-01-26 10:41:28
5589,North,Sports,2400.08,2023-01-06 00:31:45
5590,South,Food,1372.02,2023-12-26 02:32:06
5591,East,Clothing,889.04,2024-02-15 06:13:50
5592,East,Clothing,1021.38,2024-11-10 10:59:35
5593,East,Sports,3652.37,2023-03-16 21:38:58
5594,South,Food,2727.36,2024-06-11 15:10:59
5595,South,Sports,4907.66,2022-06-23 07:38:48
5596,South,Electronics,1291.83,2022-10-09 07:23:15
5597,South,Electronics,4788.83,2022-05-19 17:17:11
5598,South,Clothing,2624.04,2023-01-31 23:20:57
5599,West,Sports,815.53,2022-09-03 07:14:41
5600,West,Electronics,826.08,2024-06-08 09:43:28
5601,East,Furniture,3081.98,2023-07-10 03:17:42
5602,North,Electronics,4173.97,2023-09-10 19:20:48
5603,East,Sports,3763.79,2023-04-27 13:51:31
5604,North,Sports,3312.57,2022-02-13 14:52:20
5605,South,Electronics,943.33,2023-11-03 20:22:17
5606,North,Sports,630.87,2023-04-01 04:29:32
5607,East,Sports,101.22,2022-11-24 07:00:35
5608,East,Furniture,598.79,2024-10-04 05:52:58
5609,North,Clothing,3855.2,2023-10-21 20:17:29
5610,West,Sports,4486.72,2024-12-14 04:52:26
5611,South,Food,1277.72,2024-12-22 10:00:22
5612,South,Clothing,3994.98,2023-07-10 01:03:15
5613,East,Clothing,1074.36,2024-12-10 07:32:10
5614,West,Food,1321.43,2023-11-20 23:40:27
5615,North,Electronics,1198.37,2024-12-19 02:32:44
5616,South,Furniture,353.48,2023-11-15 10:55:53
5617,West,Sports,1050.9,2022-05-16 14:04:19
5618,South,Electronics,1930.36,2022-05-18 04:58:34
5619,West,Food,2086.8,2023-06-09 14:52:27
5620,West,Furniture,1616.39,2023-12-30 16:02:21
5621,East,Furniture,2622.15,2023-06-14 20:55:39
5622,South,Furniture,1952.19,2022-08-19 21:02:44
5623,North,Food,4854.79,2024-05-29 08:27:40
5624,East,Electronics,4056.02,2023-03-13 10:57:55
5625,East,Sports,4661.79,2023-11-22 12:20:49
5626,North,Furniture,2831.39,2022-03-17 23:37:34
5627,East,Furniture,3423.86,2022-08-17 05:51:53
5628,West,Electronics,916.71,2022-10-23 09:19:22
5629,West,Furniture,3788.65,2023-09-16 12:20:05
5630,South,Furniture,1256.26,2023-10-10 17:57:31
5631,South,Food,814.58,2023-09-27 04:08:05
5632,North,Clothing,305.11,2024-02-16 17:25:09
5633,South,Electronics,2413.93,2024-07-24 00:22:59
5634,West,Electronics,1505.27,2023-05-02 03:06:31
5635,North,Electronics,4934.96,2023-08-25 13:06:08
5636,North,Food,1324.19,2022-04-13 19:36:07
5637,South,Food,4346.06,2023-08-07 09:56:55
5638,West,Sports,1650.55,2022-10-12 16:11:00
5639,North,Food,3770.72,2023-01-28 06:42:32
5640,West,Electronics,3333.22,2024-10-25 23:19:39
5641,West,Sports,2852.74,2024-02-15 16:13:13
5642,West,Clothing,2142.44,2024-11-06 10:14:59
5643,South,Furniture,3388.41,2023-03-20 10:15:41
5644,East,Furniture,2095.66,2022-03-06 15:12:45
5645,East,Sports,2785.69,2022-09-14 17:52:48
5646,North,Clothing,2990.03,2024-05-03 06:29:27
5647,West,Furniture,1410.04,2022-09-22 01:41:46
5648,South,Sports,1764.71,2023-04-28 03:53:10
5649,West,Food,188.45,2022-09-05 11:27:59
5650,West,Electronics,4275.58,2024-08-29 03:46:38
5651,South,Clothing,3804.32,2024-10-10 15:03:26
5652,East,Furniture,999.3,2023-04-29 04:18:50
5653,West,Electronics,1874.04,2022-05-16 23:09:06
5654,West,Sports,2163.24,2022-07-10 21:06:58
5655,East,Furniture,1738.46,2023-11-10 01:06:17
5656,South,Electronics,4011.39,2024-04-01 11:17:11
5657,North,Food,3654.56,2022-12-10 13:29:14
5658,East,Clothing,3859.08,2023-06-16 07:43:43
5659,North,Sports,4530.24,2022-02-22 14:26:47
5660,North,Furniture,3016.24,2023-10-17 10:03:28
5661,East,Food,3111.22,2024-04-06 14:57:52
5662,West,Clothing,3637.48,2024-09-26 22:19:44
5663,North,Clothing,3438.04,2024-08-17 12:58:58
5664,North,Food,4362.08,2024-06-06 20:05:20
5665,South,Furniture,3873.97,2024-12-13 17:24:39
5666,West,Clothing,690.25,2022-08-25 12:38:27
5667,North,Sports,4648.96,2024-04-12 08:35:35
5668,South,Electronics,3447.19,2023-12-26 23:08:03
5669,West,Sports,723.02,2023-06-02 01:29:14
5670,East,Clothing,3882.67,2023-08-25 19:14:31
5671,East,Electronics,1856.22,2022-11-01 08:18:47
5672,South,Food,4049.29,2022-06-29 19:53:15
5673,East,Electronics,4781.49,2023-10-30 11:26:57
5674,North,Electronics,1350.69,2023-02-04 20:16:22
5675,West,Electronics,4301.31,2024-12-19 00:05:52
5676,North,Clothing,3890.45,2024-08-28 11:26:43
5677,North,Furniture,3388.81,2023-12-29 07:14:21
5678,East,Clothing,1986.11,2024-03-09 13:23:09
5679,North,Furniture,638.32,2023-02-22 19:22:43
5680,East,Food,2471.09,2023-05-30 23:06:39
5681,West,Food,617.77,2022-11-19 06:00:29
5682,West,Food,2550.72,2022-06-17 10:00:26
5683,North,Food,4119.44,2022-11-19 09:22:14
5684,South,Food,4988.43,2022-10-17 00:19:12
5685,East,Sports,1070.24,2024-10-01 23:16:20
5686,East,Clothing,1118.5,2024-08-20 05:02:29
5687,North,Furniture,4073.33,2023-04-01 16:49:26
5688,East,Food,2398.39,2024-06-06 21:16:54
5689,East,Sports,4587.44,2023-05-24 02:16:06
5690,South,Sports,3868.08,2023-09-17 09:46:25
5691,South,Sports,3708.5,2022-04-15 02:09:57
5692,North,Clothing,599.57,2024-07-22 07:06:55
5693,South,Food,275.79,2023-07-07 23:01:58
5694,North,Sports,1652.14,2024-09-07 04:33:00
5695,West,Sports,1164.76,2024-11-14 11:35:09
5696,North,Food,3590.31,2023-03-13 10:35:41
5697,West,Clothing,2308.6,2024-08-06 00:41:02
5698,North,Sports,2663.42,2023-02-01 10:55:56
5699,East,Furniture,4087.33,2024-12-29 12:26:37
5700,South,Electronics,2444.67,2024-09-17 17:44:38
5701,West,Electronics,2770.14,2024-12-01 21:35:52
5702,North,Electronics,4227.37,2023-05-04 13:56:02
5703,South,Clothing,2213.55,2023-07-01 03:30:07
5704,North,Sports,507.32,2023-07-14 22:56:01
5705,South,Electronics,2656.36,2022-04-19 08:40:37
5706,South,Electronics,2938.87,2023-03-18 19:19:24
5707,North,Food,2607.8,2023-05-19 03:48:32
5708,West,Sports,1364.44,2024-06-25 13:48:09
5709,West,Sports,1196.08,2022-09-30 07:13:23
5710,East,Food,1911.81,2022-07-13 19:57:28
5711,South,Sports,914.52,2024-03-05 22:56:57
5712,East,Furniture,3363.52,2024-10-09 07:38:21
5713,East,Clothing,3111.91,2023-05-12 14:53:22
5714,North,Food,3198.74,2024-04-19 10:25:57
5715,North,Electronics,1201.51,2024-12-06 04:35:40
5716,North,Sports,1307.99,2024-01-27 01:30:23
5717,South,Furniture,3958.21,2023-07-04 20:00:39
5718,North,Furniture,3481.55,2024-06-21 04:19:24
5719,North,Clothing,4388.38,2023-09-26 01:37:29
5720,South,Furniture,2077.18,2022-09-26 00:45:09
5721,South,Sports,2781.91,2022-04-22 06:14:31
5722,West,Sports,3720.01,2023-01-23 21:15:19
5723,North,Furniture,4873.36,2022-12-30 17:26:30
5724,North,Sports,4949.2,2024-05-31 19:54:44
5725,North,Sports,4995.96,2022-11-03 20:04:03
5726,West,Electronics,4463.58,2023-08-26 15:47:12
5727,North,Food,3234.29,2022-12-14 00:24:12
5728,West,Sports,134.16,2022-06-18 12:40:07
5729,East,Sports,3527.76,2024-11-06 08:01:03
5730,West,Clothing,1269.14,2023-07-07 03:33:30
5731,East,Food,380.12,2023-10-04 03:41:49
5732,North,Food,3516.2,2023-08-31 11:19:15
5733,East,Food,3804.45,2022-12-02 18:15:59
5734,West,Furniture,3331.22,2024-09-22 20:45:58
5735,South,Electronics,1889.33,2024-10-23 22:35:30
5736,East,Electronics,2603.92,2022-12-21 11:47:41
5737,East,Clothing,4681.24,2023-04-16 09:00:04
5738,North,Food,3675.09,2022-09-25 02:23:34
5739,West,Food,2572.95,2024-03-02 04:56:15
5740,East,Sports,3007.9,2024-10-05 21:02:34
5741,East,Furniture,4645.65,2023-07-31 08:11:20
5742,East,Furniture,2029.53,2022-06-21 11:46:29
5743,East,Clothing,599.03,2023-06-17 17:15:08
5744,South,Electronics,1696.55,2024-06-28 12:46:37
5745,West,Food,2134.48,2022-06-14 09:05:07
5746,North,Clothing,1437.52,2023-12-16 19:14:12
5747,North,Furniture,2691.96,2024-03-03 16:52:40
5748,South,Furniture,1593.8,2023-12-06 16:36:47
5749,West,Furniture,605.58,2023-01-17 17:58:56
5750,East,Food,1021.54,2022-03-09 09:20:17
5751,South,Food,4598.96,2024-10-02 11:54:11
5752,West,Food,3185.02,2022-07-31 07:00:56
5753,East,Sports,1640.11,2022-12-14 04:11:26
5754,South,Electronics,1897.9,2023-10-04 21:49:32
5755,West,Furniture,2517.58,2023-12-21 15:02:34
5756,North,Furniture,3398.34,2023-03-22 00:54:54
5757,North,Sports,2952.68,2022-02-18 13:15:08
5758,West,Furniture,4670.22,2024-03-08 15:16:05
5759,North,Furniture,3166.17,2023-03-17 23:23:29
5760,West,Food,4562.88,2023-08-31 16:56:34
5761,East,Food,126.61,2023-06-04 08:25:37
5762,West,Electronics,4463.74,2022-08-14 23:46:51
5763,East,Furniture,3635.15,2023-12-14 13:53:39
5764,South,Clothing,943.75,2024-02-21 00:33:17
5765,West,Furniture,1388.89,2023-03-14 17:45:19
5766,South,Furniture,2759.77,2023-02-17 00:22:03
5767,North,Electronics,712.2,2022-08-21 08:42:39
5768,East,Clothing,3948.3,2023-12-16 19:59:14
5769,West,Furniture,3976.75,2023-12-26 10:51:23
5770,South,Clothing,1574.65,2023-11-11 17:00:14
5771,East,Food,442.1,2023-03-05 13:45:50
5772,East,Food,4945.35,2024-05-20 15:15:40
5773,North,Clothing,1328.57,2023-06-11 04:46:58
5774,North,Furniture,431.04,2022-04-08 05:46:58
5775,East,Clothing,1716.83,2023-12-03 02:38:38
5776,East,Clothing,4848.12,2022-06-17 21:57:39
5777,West,Food,3985.35,2024-01-20 17:57:10
5778,East,Clothing,2453.63,2022-10-18 04:28:54
5779,West,Sports,1596.12,2024-12-16 02:49:39
5780,East,Sports,2174.2,2024-01-10 15:40:24
5781,North,Food,185.09,2023-03-02 22:33:42
5782,West,Furniture,3620.02,2023-04-29 21:26:45
5783,South,Furniture,588.26,2024-04-13 05:13:08
5784,North,Food,2643.28,2023-05-06 11:40:40
5785,West,Furniture,2872.64,2024-08-21 07:27:25
5786,West,Electronics,108.28,2023-02-01 20:12:56
5787,South,Sports,4901.41,2022-05-07 20:59:17
5788,West,Electronics,1580.48,2024-12-09 16:27:35
5789,East,Electronics,478.4,2022-01-18 09:33:51
5790,South,Electronics,4286.5,2024-08-09 16:18:30
5791,North,Food,844.57,2024-10-08 12:09:35
5792,North,Electronics,222.28,2023-06-28 02:49:47
5793,East,Clothing,2523.98,2023-12-19 23:40:16
5794,North,Furniture,736.59,2022-12-21 20:43:58
5795,West,Food,4913.87,2024-01-02 15:12:15
5796,West,Clothing,151.01,2023-02-10 04:22:23
5797,East,Clothing,350.87,2022-04-30 02:28:49
5798,North,Sports,4183.09,2023-02-14 20:56:19
5799,North,Sports,1274.78,2023-10-08 00:10:02
5800,East,Clothing,4566.82,2022-04-18 08:43:27
5801,South,Sports,1624.57,2023-03-05 16:13:02
5802,North,Furniture,441.93,2023-07-24 14:03:09
5803,South,Furniture,151.9,2024-06-15 16:53:03
5804,North,Sports,1484.58,2023-01-08 16:13:10
5805,North,Electronics,2421.28,2022-07-11 04:09:44
5806,North,Clothing,104.98,2024-02-09 01:13:03
5807,North,Furniture,2947.43,2022-11-29 23:41:22
5808,West,Sports,1734.94,2023-01-02 11:06:24
5809,South,Sports,2011.75,2022-09-10 13:57:51
5810,South,Furniture,1380.91,2023-03-29 00:15:40
5811,North,Furniture,2692.32,2023-07-26 05:18:07
5812,North,Electronics,1227.6,2024-02-20 17:17:19
5813,South,Sports,760.63,2022-03-06 14:26:32
5814,West,Sports,4464.17,2023-12-04 03:34:53
5815,East,Food,2013.72,2022-12-31 01:21:40
5816,East,Electronics,476.96,2024-04-25 20:16:07
5817,South,Furniture,1228.58,2023-09-10 12:15:35
5818,North,Furniture,1618.72,2024-08-31 00:40:16
5819,North,Clothing,3871.27,2023-06-06 10:27:58
5820,West,Furniture,209.05,2023-08-22 07:32:51
5821,East,Sports,2443.42,2022-08-07 19:30:25
5822,West,Furniture,2097.69,2023-07-21 19:56:22
5823,East,Sports,4845.16,2022-05-13 16:36:25
5824,South,Sports,982.37,2023-12-17 05:09:20
5825,East,Electronics,3176.57,2023-07-08 08:59:37
5826,West,Furniture,1090.76,2022-01-17 14:34:01
5827,West,Electronics,2787.27,2024-01-05 00:57:50
5828,West,Sports,2819.81,2022-05-10 07:21:34
5829,South,Furniture,469.2,2022-08-03 09:54:39
5830,East,Furniture,2336.61,2022-12-05 09:22:22
5831,East,Electronics,2359.66,2023-11-12 22:16:59
5832,West,Electronics,1663.77,2024-02-22 08:37:42
5833,East,Sports,1458.08,2022-07-30 14:02:42
5834,North,Sports,1199.06,2024-06-01 23:36:30
5835,North,Furniture,129.11,2024-01-29 17:44:51
5836,North,Furniture,108.9,2024-11-25 16:11:35
5837,East,Food,2989.96,2022-03-17 00:31:59
5838,South,Food,1528.17,2022-12-24 19:20:07
5839,South,Clothing,922.65,2024-09-06 10:08:41
5840,South,Sports,3455.2,2023-07-31 15:35:36
5841,South,Clothing,2691.63,2024-09-02 18:11:07
5842,North,Clothing,4583.3,2022-08-28 19:47:03
5843,North,Electronics,4171.98,2023-12-13 01:08:39
5844,West,Electronics,3660.97,2024-05-19 09:55:52
5845,East,Food,720.25,2024-03-09 02:29:23
